history_id,parent_resampled_history_id,selected_position_row_index,common_event_id,source_event_id,source_name,production_tag,source_volume,resolved_static_material,nuclide,isotope_Z,isotope_A,za,exc_keV,x_cm,y_cm,z_cm,time_s,history_weight,event_weight_Bq,sampling_probability,selection_u64,A,Z,event_id,isomer,original_activity_weight_Bq,resampled_history_id
68,68,5606,5606,233959,phase3_cu64_common_parent_000000068,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,3.102349,-1.285053,-7.32421,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14926634407874277957,64,29,5606,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,68
69,69,6754,6754,236676,phase3_cu64_common_parent_000000069,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,5.049504,0.1334501,8.446234,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,17983891429313281135,64,29,6754,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,69
70,70,4292,4292,10631,phase3_cu64_common_parent_000000070,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,4.516962,1.637145,11.20127,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11427925368414729290,64,29,4292,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,70
71,71,3819,3819,9944,phase3_cu64_common_parent_000000071,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-0.5458382,-0.9626219,0.6326622,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,10169200855834656954,64,29,3819,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,71
72,72,4069,4069,10408,phase3_cu64_common_parent_000000072,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,7.793025,-4.061194,8.145835,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10834510028714426253,64,29,4069,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,72
73,73,2772,2772,8670,phase3_cu64_common_parent_000000073,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,3.315905,5.12587,4.065779,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,7380955209434050425,64,29,2772,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,73
74,74,6573,6573,235410,phase3_cu64_common_parent_000000074,n,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,Cu-64,29,64,29064,0,3.700201,4.080713,-1.2519,0.0,1.0,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17503670473928243163,64,29,6573,0,0.00067878017572817528276285253296875,74
75,75,1315,1315,6012,phase3_cu64_common_parent_000000075,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,15.23613,-0.2849369,13.16173,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3500700194411382929,64,29,1315,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,75
76,76,4743,4743,11082,phase3_cu64_common_parent_000000076,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,5.01068,-4.177695,10.12831,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12629525064278531642,64,29,4743,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,76
77,77,2255,2255,6952,phase3_cu64_common_parent_000000077,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,17.71066,-8.163659,10.96252,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6004973950093028195,64,29,2255,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,77
78,78,4095,4095,10434,phase3_cu64_common_parent_000000078,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,7.533253,3.219071,7.968065,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10903190821005232057,64,29,4095,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,78
79,79,6281,6281,234913,phase3_cu64_common_parent_000000079,n,DR_Capillary_CuNi_4K_60K,CuNi,Cu-64,29,64,29064,0,22.11442,7.79828,11.58878,0.0,1.0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,0.00014436280272258657460993552082631130513616700037316846978458313253676437204922954,16725189073302757101,64,29,6281,0,0.00067878017572817528276285253298387096774193548387096774193548387096774193548387097,79
80,80,5277,5277,233585,phase3_cu64_common_parent_000000080,n,Cu_50mK_StillLike_Can_bottom_cap_2mm,Copper,Cu-64,29,64,29064,0,-3.330247,-5.212742,-10.61722,0.0,1.0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,0.00014436280272258657460993552086272404597884846028320376487704562822164795775485443,14050518783373271547,64,29,5277,0,0.00067878017572817528276285253315508021390374331550802139037433155080213903743315508,80
81,81,647,647,5344,phase3_cu64_common_parent_000000081,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,16.26968,7.426415,11.84512,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,1721692918759160727,64,29,647,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,81
82,82,3028,3028,8926,phase3_cu64_common_parent_000000082,n,ColdPlate_CP_100mK_intercept,Copper,Cu-64,29,64,29064,0,0.7180983,5.400586,6.055248,0.0,1.0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,0.00014436280272258657460993552082589801373150059067372526015924305261851768876028827,8061455313168416143,64,29,3028,0,0.00067878017572817528276285253298192771084337349397590361445783132530120481927710843,82
83,83,3630,3630,9755,phase3_cu64_common_parent_000000083,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,1.708372,-1.461736,-1.608938,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9666031746927841621,64,29,3630,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,83
84,84,6820,6820,236742,phase3_cu64_common_parent_000000084,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,7.450008,-2.318012,5.952509,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18160000094577071774,64,29,6820,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,84
85,85,2495,2495,7192,phase3_cu64_common_parent_000000085,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,20.19645,2.182601,7.839428,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6642652858330710626,64,29,2495,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,85
86,86,6721,6721,236643,phase3_cu64_common_parent_000000086,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,5.156716,0.342184,8.120787,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,17895594810962293467,64,29,6721,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,86
87,87,6563,6563,235400,phase3_cu64_common_parent_000000087,n,DR_Continuous_HEX_CuNi_MXC_to_CP,CuNi,Cu-64,29,64,29064,0,5.126379,3.576296,-0.7053044,0.0,1.0,0.00067878017572817528276285253296875,0.00014436280272258657460993552082309538139360649989937599488740563567290736770715530,17477027594578911220,64,29,6563,0,0.00067878017572817528276285253296875,87
88,88,1177,1177,5874,phase3_cu64_common_parent_000000088,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,11.35206,5.440462,17.31995,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,3132984000139880499,64,29,1177,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,88
89,89,5571,5571,233924,phase3_cu64_common_parent_000000089,n,Cu_50mK_StillLike_Can_side_wall_above_side_port,Copper,Cu-64,29,64,29064,0,-1.541057,-7.485956,-1.860868,0.0,1.0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,0.00014436280272258657460993552082273020323968937347194901055842211038800052838626042,14835581634498675184,64,29,5571,0,0.00067878017572817528276285253296703296703296703296703296703296703296703296703296703,89
90,90,4475,4475,10814,phase3_cu64_common_parent_000000090,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.694425,6.613163,11.76889,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11915124760127983888,64,29,4475,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,90
91,91,4115,4115,10454,phase3_cu64_common_parent_000000091,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,4.313624,-2.94959,11.254,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10956688573292346913,64,29,4115,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,91
92,92,4879,4879,11218,phase3_cu64_common_parent_000000092,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,11.51143,-0.3596195,4.315687,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,12991716961252763347,64,29,4879,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,92
93,93,1600,1600,6297,phase3_cu64_common_parent_000000093,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,8.680586,1.794186,19.71386,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,4259487792287344812,64,29,1600,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,93
94,94,6663,6663,236531,phase3_cu64_common_parent_000000094,n,DR_MixingChamber_Cu,Copper,Cu-64,29,64,29064,0,2.232271,-0.4312929,-0.1976665,0.0,1.0,0.00067878017572817528276285253292929292929292929292929292929292929292929292929292929,0.00014436280272258657460993552081470366118995536229941246611530947382277545401992454,17742174414985368641,64,29,6663,0,0.00067878017572817528276285253292929292929292929292929292929292929292929292929292929,94
95,95,4119,4119,10458,phase3_cu64_common_parent_000000095,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,3.951683,1.898549,11.35706,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,10967123521692721863,64,29,4119,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,95
96,96,5998,5998,234508,phase3_cu64_common_parent_000000096,n,Cu_SubstrateSupport_OpenRing_L3_YM_panel,Copper,Cu-64,29,64,29064,0,-2.846398,-2.01201,-2.666267,0.0,1.0,0.000678780175728175282762852533,0.00014436280272258657460993552082974162379489820087854710967490579585821184334744206,15971188307699801112,64,29,5998,0,0.000678780175728175282762852533,96
97,97,2375,2375,7072,phase3_cu64_common_parent_000000097,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,18.88015,-5.614124,9.520117,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6324293559453498473,64,29,2375,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,97
98,98,3452,3452,9577,phase3_cu64_common_parent_000000098,n,ColdPlate_MXC_50mK_SD_anchor,Copper,Cu-64,29,64,29064,0,-5.239129,1.231102,4.879898,0.0,1.0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,0.00014436280272258657460993552083993859843797587909316580633518001422470638131610120,9192703279427731841,64,29,3452,0,0.00067878017572817528276285253304794520547945205479452054794520547945205479452054795,98
99,99,6859,6859,236781,phase3_cu64_common_parent_000000099,n,DR_Still_Pot_Cu,Copper,Cu-64,29,64,29064,0,6.315782,0.04334572,6.650593,0.0,1.0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,0.00014436280272258657460993552082866203112057670630325027884647937389917761380181172,18263397682732057795,64,29,6859,0,0.00067878017572817528276285253299492385786802030456852791878172588832487309644670051,99
100,100,4141,4141,10480,phase3_cu64_common_parent_000000100,n,ColdPlate_Still_0p7K,Copper,Cu-64,29,64,29064,0,2.542864,1.497877,13.43225,0.0,1.0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,0.00014436280272258657460993552081417969036748348639073181651392981103408429062872184,11025323719132424396,64,29,4141,0,0.00067878017572817528276285253292682926829268292682926829268292682926829268292682927,100
101,101,2340,2340,7037,phase3_cu64_common_parent_000000101,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,15.98616,0.07375035,12.2571,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,6229045450044924742,64,29,2340,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,101
102,102,347,347,5044,phase3_cu64_common_parent_000000102,n,ColdPlate_4K,Copper,Cu-64,29,64,29064,0,17.8423,-3.384259,10.80522,0.0,1.0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,0.00014436280272258657460993552084301937736201512695736402462533094040277283494798539,922789697590543684,64,29,347,0,0.00067878017572817528276285253306243073513114148503878832656076837827853712596970816,102
